site;Total;Nb_dif_Sp;Margalef_Index
1431404_2349U;3430;57;516.21
1443364_2316U;2464;46;370.79
1443431_2277U;1560;45;234.7
1445817_2311U;548;22;82.35
1452568_3083U;990;38;148.89
1454266_1194U;1996;46;300.33
1455500_2666U;640;42;96.2
1457902_2261U;474;28;71.21
1464927_2342U;1424;35;214.22
1464928_2307U;1808;45;272.03
1478778_3139U;942;39;141.66
1479137_2801U;3326;42;500.56
1488678_2360U;2834;41;426.49
1488680_2359U;1216,5;40;182.99
1491147_2150U;1164;41;175.08
1500200_2281U;5588;43;841.09
1500201_2280U;4960;47;746.55
1500208_2777U;3198;45;481.29
1500324_2255U;864;34;129.92
1502511_2169U;1604;49;241.32
1506994_3126U;1822;44;274.14
1508696_2323U;5208;37;783.88
1508840_2700U;804;34;120.89
1512779_2328U;2994;48;450.58
1517840_1203U;1164;46;175.08
1517842_1702U;3034;55;456.6
1527936_2309U;1926;42;289.8
1533579_2812U;2942;41;442.75
1535465_2308U;3564;48;536.39
1543088_3112U;1134;38;170.57
1546050_1011U;1402;40;210.91
1550690_2270U;1426;40;214.52
1550696_2271U;854;42;128.41
1554487_2162U;857;45;128.87
1569645_2767U;2022;40;304.25
1572727_1193U;2288;51;344.29
1577119_2791U;1742;46;262.1
1579168_2200U;910;44;136.84
1582879_2290U;1030;40;154.91
1586756_2278U;1204;32;181.1
1586829_2769U;1080;39;162.44
1592239_2314U;1492;45;224.46
1597593_2321U;2684;58;403.91
1597670_2269U;1060;46;159.43
1598668_1050U;1538;46;231.39
1600138_3079U;462;33;69.4
1601116_2298U;1362;48;204.89
1602859_2291U;2094;46;315.09
1604661_2222U;984;37;147.98
1606333_2167U;846;33;127.21
1609724_2268U;1434;48;215.73
1609728_2267U;1048;42;157.62
1611385_2295U;1356;48;203.99
1618109_2795U;2160;42;325.02
1618110_2279U;2578;42;387.95
1618119_2300U;916;34;137.75
1618123_2289U;844;32;126.91
1618168_2193U;1172;40;176.29
1618189_2755U;1924;47;289.5
1619826_2149U;1972;48;296.72
1621483_2159U;3888;56;585.16
1624199_1190U;1064;41;160.03
1627469_1280U;1840;43;276.85
1657838_3134U;126;17;18.82
1663241_1325U;3474;45;522.84
1671657_1343U;2176;42;327.43
1676998_1342U;3731;45;561.53
1679604_1192U;3904;46;587.57
1691979_1150U;1188;37;178.7
1716264_3202U;1188;43;178.7
1725566_1204U;796;31;119.68
1726762_3240U;1334;35;200.67
1737876_3148U;122;24;18.22
1742236_1346U;2072;52;311.78
1744430_3130U;1132;33;170.26
1756745_1341U;1208;41;181.71
1761488_1248U;1232;38;185.32
1761491_1782U;2910;53;437.93
1762177_1284U;2226;40;334.96
1767430_3279U;1930;46;290.4
1785467_1287U;1622;47;244.03
1789081_3242U;888;32;133.53
1789754_1389U;6252;52;941.05
1791601_1387U;4762;42;716.74
1805009_1338U;1120;34;168.46
1805010_1339U;272,628;37;40.89
1806291_1250U;223,968;35;33.57
1808728_3142U;414;18;62.17
1809223_1057U;1746;47;262.7
1811331_1557H;59;14;8.73
1814645_1514U;19,33;11;2.76
1816675_1014U;77,978;22;11.59
1819987_1198U;218,626;34;32.76
1820796_1244U;375,944;43;56.45
1824262_1012U;166;17;24.84
1829367_1351U;2310;42;347.61
1832730_1290U;1566;52;235.6
1833096_1162U;1012;24;152.2
1835692_1396U;1828;50;275.04
1841200_1357U;1236;47;185.92
1841931_1300U;1254;48;188.63
1845916_1722U;2540;51;382.23
1852698_1571U;576;30;86.56
1853466_1253U;428;18;64.28
1853470_1298U;1130;40;169.96
1855270_1251U;688;25;103.42
1866064_1217U;922;44;138.65
1872804_1212U;762;41;114.56
1879074_1160U;720;33;108.24
1881858_1148U;1274;50;191.64
1885654_1393U;2294;52;345.2
1886992_1145U;2200;54;331.05
1886992_1146U;1042;47;156.72
1889023_1129U;912;46;137.15
1892720_1136U;1374;48;206.7
1894091_1296U;1918;53;288.59
1894424_1289U;3257;56;490.17
1895085_1356U;1760;58;264.81
1898987_1637U;1154;52;173.58
1903353_1218U;620;31;93.19
1905747_1245U;1656;54;249.15
1913036_3176H;100;18;14.9
1913691_3176U;412;37;61.87
1917231_1143U;1042;45;156.72
1920608_1295U;1600;48;240.72
1923371_1165U;448;15;67.29
1923902_1158U;942;35;141.66
1926081_1067U;760;29;114.26
1928044_1390U;1986;40;298.83
1929965_1352U;1286;43;193.45
1947253_1858U;2182;42;328.34
1956862_1228U;940;32;141.36
1957784_1576U;772;34;116.07
1958066_1361U;1120;34;168.46
1960114_1016U;30;9;4.37
1960268_3053U;1442;25;216.93
1963196_1801U;1966;41;295.82
1963199_1304U;1006;37;151.3
1964555_1802U;1704;42;256.38
1964559_1305U;1430;38;215.13
1968350_1365U;552;21;82.95
1969230_1669U;1588;25;238.91
1970293_1601U;741,5;44;111.48
1970970_1864U;1328;49;199.77
1972250_1306U;1158;34;174.18
1972253_1804U;806;44;121.19
1972880_1805U;1414;38;212.72
1975963_1364U;980;29;147.38
1977385_1863U;1084;35;163.04
1985273_1398U;1600;45;240.72
1988191_1581U;1230;41;185.02
1989151_1668U;2309;46;347.45
1990390_1397U;2372;45;356.94
1992522_1362U;840;39;126.31
1994612_1225U;1112;43;167.25
1996735_1897U;1556;42;234.1
1997367_1359U;1020;40;153.4
2001010_1363U;1422;43;213.92
2001507_1302U;1716;56;258.18
2001756_1859U;1662;53;250.05
2003459_1227U;486;25;73.01
2003709_1168U;1000;35;150.39
2067885_3779U;398;20;59.77
263250_3797U;906;26;136.24
336751_3787U;726;22;109.14
357173_3002U;1962;39;295.22
361097_3017U;568;23;85.36
374224_3006U;2340;37;352.12
416837_3003U;74;9;10.99
638601_3035U;324;19;48.63
641215_3048U;812;34;122.09
660858_3166U;800;28;120.28
707443_3662U;1082;23;162.74
710066_3664U;404;21;60.67
724522_3219U;2168;47;326.23
725836_3222U;1234;45;185.62
815093_1372U;6954;43;1046.73
826707_1371U;2360;36;355.13
833595_1313U;1902;41;286.18
847763_1323U;2638,5;45;397.06
852366_1105U;282;14;42.3
852495_1279U;2192;48;329.84
854869_1278U;2694;54;405.41
857235_1186U;2336;58;351.52
859633_1277U;2754;53;414.45
859636_1321U;3692;51;555.66
864407_1264U;3742;46;563.18
878752_1185U;1492;38;224.46
878757_1275U;1156;41;173.88
902940_3283U;1404;40;211.21
905370_1307U;1176;40;176.89
912471_1032U;1078;39;162.14
912525_1603U;984;43;147.98
924924_1171U;1464;41;220.25
927423_1256U;2158;51;324.72
929666_1039U;274;30;41.1
929667_1039H;110;16;16.41
929931_1310U;2212;45;332.85
934861_1232U;932;37;140.16
937102_1026U;480;28;72.11
942215_1605U;1326;44;199.47
947394_1263U;2882;64;433.72
949910_1149U;896;41;134.74
960053_1271U;1256;50;188.93
960661_3250U;658;33;98.91
962590_1747U;1052;28;158.22
962599_1318U;984;36;147.98
965172_1375U;898;29;135.04
967731_1874U;580;32;87.16
970272_1175U;1908;47;287.09
972857_1811U;848;30;127.51
981648_3225H;323;31;48.48
982305_3225U;835;47;125.55
983170_1378U;330;22;49.53
996118_1261U;1338;44;201.28
4947274_470U;126;32;18.82
7283768_421U;236;34;35.38
8262939_317U;137;26;20.47
8274163_321U;162;32;24.24
8037694_394U;441;42;66.24
7977667_389U;345;27;51.79
7846372_370U;227;21;34.02
8255473_636U;114;20;17.01
8255394_632U;277;26;41.55
8251646_633U;228;27;34.17
2933656_072U;474;23;71.21
3169921_003U;1680;17;252.76
3169883_018U;843;20;126.76
3072426_045U;280;29;42
4819777_425U;253;26;37.94
4819764_447U;391;19;58.71
5284794_415U;384;41;57.66
5262286_455U;396;27;59.46
5213535_454U;190;24;28.45
7591303_329U;438;39;65.79
8247894_304U;91;22;13.55
8262906_306U;296;28;44.41
7467525_345U;279;32;41.85
6649895_341U;129;14;19.27
5419810_411U;252;31;37.79
5566065_408U;171;12;25.59
5569810_423U;106;16;15.81
7189973_333U;233;26;34.93
7178725_334U;482;30;72.41
7223729_336U;505;45;75.87
5258537_456U;174;24;26.04
5472321_399U;102;27;15.2
5254829_474U;412;31;61.87
6728659_332U;621;31;93.34
7891379_977U;273;26;40.95
7812602_968U;728;43;109.45
7861367_979U;1508;37;226.87
7531291_P11U;190;25;28.45
8240350_470U;279;26;41.85
8251624_472U;332;27;49.83
8251626_483U;477;31;71.66
6484879_734U;268;33;40.2
6241110_706U;161;31;24.09
5213542_805U;195;22;29.21
4857270_856U;648;41;97.4
8161526_457U;729;43;109.6
8150278_458U;627;40;94.24
8172771_511U;327;22;49.08
8169024_512U;284;34;42.6
7778839_633U;458;40;68.8
7816351_634U;424;33;63.68
7673820_020U;327;36;49.08
4816021_818U;248;28;37.18
4767263_840U;405;27;60.82
4861024_871U;751;45;112.91
7595078_522U;220;31;32.97
7617572_573U;204;30;30.56
8244154_475U;136;13;20.32
8244094_498U;274;30;41.1
7947665_012U;327;30;49.08
7141212_114U;201;23;30.11
7077448_718U;411;22;61.72
6098606_838U;131;31;19.57
5667335_798U;538;37;80.84
5622322_836U;171;19;25.59
5753572_854U;258;28;38.69
5847363_765U;327;31;49.08
5288543_171U;222;32;33.27
8030240_061U;835;33;125.55
8041439_625U;290;11;43.51
7835114_486U;332;33;49.83
7910138_488U;412;34;61.87
7666318_456U;513;28;77.08
7651312_500U;256;24;38.39
8048965_451U;409;41;61.42
8078966_479U;186;27;27.85
8056446_481U;553;30;83.1
3109891_016U;230;27;34.47
3008616_024U;162;26;24.24
2959862_041U;204;30;30.56
2903648_052U;982;38;147.68
2967407_064U;420;35;63.08
3012417_080U;333;34;49.98
3034898_140U;816;28;122.69
3162414_198U;223;20;33.42
3166163_199U;348;24;52.24
2944914_276U;248;31;37.18
2907400_297U;2767;42;416.4
2914900_298U;1187;33;178.54
2903596_329U;2770;29;416.86
8169059_365U;354;31;53.14
8270398_409U;481;40;72.26
8244133_414U;409;32;61.42
8003980_434U;319;28;47.87
8259131_404U;315;32;47.27
8274150_410U;366;35;54.95
8157774_394U;431;20;64.73
8266650_406U;257;24;38.54
4793554_627U;503;36;75.57
4838520_736U;246;34;36.88
4849771_737U;452;37;67.9
4834772_702U;316;30;47.42
5029787_745U;231;30;34.63
5236079_635U;120;16;17.91
5236039_733U;186;30;27.85
5303584_628U;303;27;45.46
5307333_629U;256;16;38.39
5314834_630U;735;35;110.5
7542544_549U;251;24;37.64
7400016_586U;199;25;29.81
7640059_513U;380;36;57.06
7392511_601U;343;35;51.49
7268737_614U;422;36;63.38
7737597_485U;174;26;26.04
7958903_464U;1069,4;43;160.84
7932648_489U;886;30;133.23
5468574_647U;237;32;35.53
7883891_529U;239;36;35.83
7985169_493U;280;28;42
8011423_502U;472;28;70.91
5457312_684U;217;25;32.52
5506057_722U;435;24;65.34
7895156_301U;114;35;17.01
7895136_334U;376;22;56.45
6616157_173U;266;26;39.89
5236047_048U;135;38;20.17
7219977_410U;680;40;102.22
5892329_143U;1053;36;158.37
7707590_287U;257;27;38.54
7021194_232U;1098;30;165.15
7388775_259U;112;13;16.71
7403766_330U;236;26;35.38
7415050_B44U;603;25;90.63
7835133_315U;225;25;33.72
7621338_260U;222;28;33.27
7718828_414U;238;31;35.68
5573578_023U;149;27;22.28
6008589_236U;207;33;31.01
5412308_076U;325;32;48.78
5423550_141U;3050;34;459.01
8108972_422U;416;29;62.48
8022686_367U;290;29;43.51
8037686_399U;504;36;75.72
7872635_300U;349;31;52.39
7835112_C31U;329;36;49.38
8240352_485U;773;44;116.22
5284789_139U;472;29;70.91
5277292_155U;1877;34;282.42
5363563_A13U;272;24;40.8
7388759_131U;422;36;63.38
7613809_174U;978;41;147.08
7276239_299U;241;27;36.13
5753578_049U;329;33;49.38
5536058_060U;306;28;45.92
4711019_E04U;248;35;37.18
8217815_535U;284;17;42.6
7730078_E37U;480;37;72.11
5202288_331U;320;37;48.02
5326086_003U;362;35;54.35
5472312_027U;190;23;28.45
5281081_002U;160;31;23.94
7024945_302U;329;22;49.38
7745081_278U;851;48;127.96
5299795_322U;415;31;62.33
5206045_330U;671;23;100.86
5179800_007U;248;26;37.18
5202303_585U;151;20;22.58
7272490_297U;633;38;95.14
8199088_223U;123;28;18.37
7887644_269U;290;32;43.51
8206564_523U;526;23;79.04
7898899_158U;275;29;41.25
8033950_250U;124;19;18.52
6604904_443U;779;34;117.12
8067746_201U;143;24;21.38
5674815_070U;499;29;74.97
7853869_217U;662;33;99.51
7587549_382U;632;32;94.99
7595051_383U;1134;35;170.57
2862347_633U;459;33;68.95
6631151_403U;216;18;32.37
3188639_618U;499;44;74.97
2851114_640U;205;32;30.71
2974868_747U;769;29;115.62
2926100_797U;225;32;33.72
2971149_644U;260;35;38.99
2888645_C98U;616;40;92.58
5168536_056U;205;23;30.71
7189977_121U;688;36;103.42
7381270_393U;1446;30;217.54
8030192_408U;384;34;57.66
7355004_146U;349;31;52.39
8037761_250U;111;17;16.56
5269807_008U;494;32;74.22
5247314_334U;172;24;25.74
5348566_012U;132;26;19.72
8247886_304U;380;34;57.06
5446051_087U;775;31;116.52
7501281_391U;449;42;67.44
8135291_267U;140;18;20.93
8206553_308U;248;28;37.18
8210333_293U;702;33;105.53
5839827_073U;416;33;62.48
1808066_2012040U;94;26;14
1716905_2012086U;130;26;19.42
1281377_2013166U;175;21;26.19
1306975_2013174U;317;27;47.57
1822501_2013267U;122;17;18.22
1834323_2013271U;602;34;90.48
1503064_2012002U;296;36;44.41
1508968_2012003U;465;34;69.85
1406671_2012006U;494;30;74.22
1983910_2012102U;136;30;20.32
1387649_2012137U;885;28;133.08
1520795_2012140U;443;34;66.54
909501_2012205U;229;22;34.32
915401_2012211U;741;38;111.4
906877_2012234U;204;25;30.56
95846_2013014U;149;12;22.28
1912377_2013291U;66;12;9.79
1916977_2013293U;197;28;29.51
1949107_2013698U;139;18;20.78
1583742_2012076U;149;28;22.28
1263028_2012167U;385;25;57.81
1247922_2012180U;141;30;21.08
1299101_2012201U;143;15;21.38
152457_2013025U;142;17;21.23
212817_2013033U;483;21;72.56
225284_2013034U;347;34;52.09
1794293_2012039U;143;16;21.38
1545055_2012073U;149;23;22.28
1557518_2012074U;139;24;20.78
1776621_2012150U;195;27;29.21
1760167_2012033U;285;27;42.75
1801517_2012095U;291;32;43.66
1806128_2012118U;436;34;65.49
1857312_2012133U;261;35;39.14
135869_2013022U;46;11;6.77
1362053_2013202U;434;37;65.19
1468298_2013227U;838;38;126.01
1485350_2012064U;127;28;18.97
1333209_2012163U;929;34;139.7
1893360_2013285U;524;32;78.73
1603396_2013239U;7;2;0.9
1616533_2013241U;68;13;10.09
1619169_2013242U;100;27;14.9
1642800_2013246U;174;26;26.04
1357479_2013196U;217;32;32.52
1365991_2013208U;95;19;14.15
1397469_2013217U;138;29;20.62
1430241_2013222U;267,5;22;40.12
468022_2013066U;340;35;51.03
470670_2013067U;9;4;1.2
494940_2013069U;63;10;9.33
1697850_2013254U;152;17;22.73
1807439_2013264U;61;18;9.03
1809417_2013265U;623;30;93.64
1819225_2013266U;47;10;6.93
660252_2013096U;247;25;37.03
1343033_2013188U;787;33;118.33
1348297_2013190U;100;19;14.9
1362724_2013204U;1674;38;251.86
1371226_2013210U;86;21;12.8
1621771_2012024U;220;23;32.97
1639475_2012025U;65;15;9.63
1642757_2012068U;504;25;75.72
1634911_2012112U;327;27;49.08
1638861_2012143U;547;30;82.2
1897291_2012050U;124;9;18.52
1701785_2012027U;309;26;46.37
1711627_2012028U;59;17;8.73
1697876_2012116U;140;22;20.93
1922216_2012051U;270;21;40.5
1918281_2012099U;324;21;48.63
1662430_2013250U;33;14;4.82
1704422_2013256U;83;19;12.34
1959643_2013305U;424;36;63.68
1964894_2013309U;539;34;80.99
1971409_2013311U;59;15;8.73
1976003_2013313U;85;13;12.65
1988489_2013317U;16;7;2.26
2049493_2012060U;314;28;47.12
2056052_2012062U;200;19;29.96
2053434_2012105U;418;37;62.78
1118722_2013137U;263;24;39.44
1240707_2013158U;414;33;62.17
1289266_2013167U;164;22;24.54
1301711_2013171U;223;22;33.42
1301070_2013172U;174;25;26.04
1310891_2013178U;488;34;73.31
2042893_2012057U;179;26;26.8
2042896_2012058U;626,75;37;94.2
1322061_2013180U;498;28;74.82
7459_2013004U;17;5;2.41
1254482_2013161U;74;14;10.99
1278081_2013164U;196;12;29.36
1306945_2013173U;212;6;31.76
2073133_2012005U;455,5;44;68.42
2044226_2012059U;397;20;59.62
1651969_2012113U;261;29;39.14
1680830_2012115U;164;19;24.54
119466_2012329U;329;11;49.38
391305_2013060U;263;33;39.44
429340_2013062U;21;9;3.01
2067857_2013353U;70;16;10.39
2035074_2012104U;401;32;60.22
1284641_2012173U;407;27;61.12
1287265_2012174U;399;13;59.92
1400081_2012063U;302;35;45.31
1959615_2013307U;185;15;27.7
1972073_2013312U;93;22;13.85
1987846_2013316U;503;25;75.57
971153_2012237U;1383,5;42;208.13
1827131_2012011U;793;34;119.23
1844146_2012045U;125;22;18.67
1872359_2012048U;136;22;20.32
1856615_2012069U;155;21;23.18
1819219_2012043U;159;19;23.79
1831679_2012044U;143;18;21.38
1848078_2012046U;278;18;41.7
1833680_2012096U;293;23;43.96
1534572_2012008U;358;27;53.74
1524732_2012141U;831;26;124.95
2041611_2013336U;82;21;12.19
2043590_2013337U;150;22;22.43
2057359_2013343U;111;23;16.56
769787_2013118U;226;26;33.87
967870_2013128U;1696;44;255.17
831447_2013121U;203;29;30.41
837352_2013122U;178;28;26.65
943608_2013126U;190;26;28.45
927866_2013125U;168;26;25.14
847185_2013577U;322;30;48.32
156218_2012331U;479;13;71.96
677917_2013100U;146;14;21.83
691730_2013109U;214;25;32.07
1044604_2013132U;774;49;116.37
1331225_2013183U;245;26;36.73
1376473_2013211U;129;19;19.27
1141025_2013142U;110;22;16.41
1160697_2013149U;387;36;58.11
1371220_2013209U;70;12;10.39
1617835_2012023U;163;19;24.39
1609981_2012078U;91;16;13.55
1648023_2012079U;194;27;29.05
1667708_2012080U;114;19;17.01
1669009_2012081U;179;29;26.8
1501081_2012016U;116;17;17.31
1567999_2012075U;71;17;10.54
2066556_2013352U;300;25;45.01
1451230_2012014U;203;18;30.41
1403375_2012106U;184;23;27.55
1415828_2012107U;270;36;40.5
1400762_2012124U;91;20;13.55
1766083_2012035U;50;18;7.38
1782505_2012093U;11;5;1.51
910809_2013124U;198;16;29.66
1148238_2013143U;300;21;45.01
1153484_2013144U;116;20;17.31
1240070_2013157U;897;30;134.89
1280048_2013165U;184;25;27.55
1327946_2013182U;270;30;40.5
1996994_2013318U;141;21;21.08
1999612_2013319U;34;12;4.97
2007497_2013322U;172;26;25.74
2008812_2013324U;142;30;21.23
2014067_2013325U;116;15;17.31
2015375_2013326U;68;10;10.09
1549614_2012019U;55;13;8.13
1558140_2012020U;31;8;4.52
1456501_2012071U;171;38;25.59
1339115_2012170U;621;35;93.34
1325990_2012194U;144;21;21.53
1272208_2012200U;147;22;21.98
2019949_2013328U;60;15;8.88
2023235_2013329U;125;23;18.67
2036399_2013335U;267;31;40.04
2065259_2013351U;257;29;38.54
2072449_2013358U;44;15;6.47
1930083_2013295U;105;18;15.66
1939266_2013299U;133;27;19.87
1955015_2013302U;82;21;12.19
1476827_2012072U;122;19;18.22
1329913_2012188U;203;20;30.41
1047231_2012240U;276;32;41.4
2049519_2013340U;268;29;40.2
2052793_2013342U;829;34;124.65
1995691_2012055U;57;11;8.43
1667690_2013251U;225;25;33.72
1672959_2013253U;320;26;48.02
1979284_2012053U;158;18;23.64
1990427_2012054U;94;8;14
302698_2012350U;150;19;22.43
1233507_2012197U;242;26;36.28
1133151_2012243U;314;24;47.12
1734602_2012030U;149;19;22.28
1747706_2012031U;75;14;11.14
1752952_2012032U;30;11;4.37
1708389_2012129U;175;29;26.19
477877_2013068U;130;14;19.42
500179_2013070U;44;6;6.47
509388_2013073U;45;8;6.62
534317_2013074U;5;3;0.6
704188_2012222U;359;28;53.89
715341_2012231U;219;26;32.82
569056_2013082U;62;11;9.18
611697_2013087U;98;17;14.6
647790_2013090U;128;21;19.12
656318_2013093U;235;18;35.23
666799_2013097U;166;17;24.84
735649_2013115U;1620;38;243.73
1926147_2012052U;158;21;23.64
351273_2012258U;66;15;9.79
2004071_1056U;587;40;88.22
1499234_1649U;379,5;29;56.98
1581124_3134U;144;22;21.53
1605396_3136U;351;27;52.69
1634272_3183U;1039;25;156.26
1624216_1281U;746,5;37;112.23
1717548_3019U;167;29;24.99
1721481_3020U;196;26;29.36
1756923_3141U;248;29;37.18
1811375_3167U;152;25;22.73
2042273_3050U;128;24;19.12
2042940_3106U;155;26;23.18
2062620_3121U;260;23;38.99
2069196_3189U;195;29;29.21
2067883_3228U;151;25;22.58
1110020_1341U;311;32;46.67
1329102_1420U;544,2;16;81.78
2027182_3049U;342;33;51.34
2016719_3225U;210;34;31.46
2036397_3226U;349;40;52.39
2060015_3227U;277;30;41.55
2031134_3562U;330;37;49.53
1473543_3078U;176;21;26.35
1425665_3110U;100;14;14.9
1292526_3152U;511;34;76.78
1474229_3209U;195;26;29.21
208877_3286U;270;22;40.5
325675_3296U;56;10;8.28
2015393_1006U;277,568;19;41.64
2023485_1008U;4;3;0.45
2008060_1032U;181;22;27.1
1598169_3098U;170;13;25.44
1470263_3076U;909;44;136.69
1455181_3111U;1905;49;286.64
1470921_3112U;676;47;101.62
1835628_3028U;62;13;9.18
1833662_3100U;556;29;83.55
1604753_3181U;242;34;36.28
1611312_3182U;516;29;77.53
980586_1409U;369,256;28;55.44
980593_1410U;1654;31;248.85
1169167_1326U;69,502;16;10.31
2060668_3188U;203;19;30.41
241693_3288U;140;21;20.93
166891_3273U;121;14;18.07
210152_3275U;113;12;16.86
169487_3282U;132;21;19.72
288920_3280U;128;25;19.12
181316_3283U;161;19;24.09
17073_3060U;21;9;3.01
137847_3094U;119;18;17.76
19926_3272U;129;4;19.27
1620461_3015U;278;25;41.7
254069_3278U;176;14;26.35
1415818_3002U;36;12;5.27
1297775_3169U;109;23;16.26
1306957_3171U;143;22;21.38
1320074_3172U;62;11;9.18
1306318_3267U;192;21;28.75
1480117_3129U;217;25;32.52
1480789_3262U;373;21;56
101097_3087U;103;18;15.36
1179705_3150U;180;27;26.95
1166601_3190U;178;22;26.65
1250560_3233U;381;24;57.21
1264338_3265U;169;19;25.29
847778_1405U;1342,242;29;201.92
1019349_1324U;15;8;2.11
838276_1383U;265,334;27;39.79
801172_1398U;382,5;35;57.43
808082_1400U;322,9;30;48.46
1499782_3114U;166;30;24.84
1444052_3179U;189;29;28.3
1446023_3208U;297;26;44.56
1915661_3036U;78;14;11.59
1931404_3037U;138;19;20.62
1939280_3038U;48;11;7.08
1911732_3103U;228;29;34.17
1924843_3104U;188;23;28.15
1915669_3118U;121;21;18.07
1418471_3206U;173;29;25.89
1440123_3261U;139;30;20.78
1167913_3191U;96;19;14.3
1075433_3248U;110;22;16.41
1078057_3249U;261;21;39.14
1104289_3250U;621;34;93.34
944725_1353U;220,84;27;33.1
900493_1363U;347,5;36;52.16
910229_1377U;190;18;28.45
900526_1391U;144,5;20;21.6
1941895_3039U;72;10;10.69
1946485_3040U;256;28;38.39
1947151_3041U;124;16;18.52
1955022_3042U;230;19;34.47
1953718_3119U;280;30;42
1697894_3185U;225;26;33.72
1697902_3217U;476;30;71.51
1724796_3218U;587;35;88.22
1265900_1654U;331;28;49.68
1618152_2154U;634;33;95.29
1560060_2236U;652;30;98
1554370_2269U;199;27;29.81
1614793_2563U;154;24;23.03
1544882_2673U;154;22;23.03
1785768_3026U;71;20;10.54
1792330_3027U;78;21;11.59
1798240_3120U;194;32;29.05
1796285_3142U;171;28;25.59
1770054_3254U;181;22;27.1
1298447_2170U;355;30;53.29
1493488_2178U;591;23;88.82
1393341_2316U;160;19;23.94
1400078_3001U;114;7;17.01
1353529_3155U;239;26;35.83
1299099_3234U;744;24;111.85
1317465_3235U;1188;34;178.7
1450525_2618U;827;40;124.35
1269885_2108U;289;37;43.36
1278417_2169U;157;22;23.48
1284124_2171U;519;32;77.98
93219_3067U;141;14;21.08
1669650_3017U;109;24;16.26
1646694_3082U;184;28;27.55
1653924_3116U;799;37;120.13
1642786_3137U;406;27;60.97
1650671_3215U;446;26;66.99
1653292_3216U;593;32;89.12
324328_3294U;68;12;10.09
1511603_3160U;223;25;33.42
1494557_3210U;717;32;107.79
1531946_3212U;259;26;38.84
1973090_1084U;380,5;38;57.13
1962926_3224U;372;26;55.85
1401358_2141U;1377;35;207.15
1307069_2208U;550;26;82.65
1324589_2309U;258;28;38.69
44650_3063U;279;18;41.85
55135_3065U;76;9;11.29
1315816_2132U;1891;44;284.53
120789_3070U;175;18;26.19
111600_3092U;226;23;33.87
1275539_2203U;913;50;137.3
1483896_2227U;1369;43;205.94
1634898_3099U;251;27;37.64
1652612_3122U;413,75;36;62.14
1644093_3138U;240;28;35.98
1653275_3139U;323;24;48.48
1791522_1230U;1569,5;43;236.13
1795182_1300U;149,5;22;22.36
1363365_3156U;358;39;53.74
1342377_3175U;599;18;90.03
1347637_3236U;741;37;111.4
1785469_1248U;450;39;67.59
1758766_1305U;251,752;27;37.75
1155334_1374U;1025;43;154.16
1266305_3255U;386;27;57.96
115518_3068U;675;22;101.47
90592_3086U;314;19;47.12
682511_3058U;739;16;111.1
683825_3059U;336;18;50.43
613022_3337U;64;14;9.48
641878_3339U;20;5;2.86
118141_3069U;699;11;105.08
108973_3091U;121;16;18.07
527071_3331U;43;14;6.32
543480_3333U;288;22;43.21
568403_3335U;165;26;24.69
592023_3349U;796;34;119.68
600551_3350U;1082;26;162.74
1819952_1237U;270,556;28;40.58
468676_3323U;70;10;10.39
479173_3325U;1342;36;201.88
478531_3326U;173;19;25.89
544138_3334U;99;11;14.75
469336_3347U;593;31;89.12
1817890_1223U;1357;30;204.14
1834572_1149U;218;14;32.67
1844101_1213U;449,698;34;67.55
1877636_3146U;196;26;29.36
1880244_3147U;271;26;40.65
1849876_1156U;540,212;35;81.17
1852029_1210U;1177,958;46;177.18
1852754_1211U;579,712;41;87.12
1522079_3009U;114;13;17.01
1526005_3010U;2125;42;319.75
1534557_3131U;309;24;46.37
1530625_3162U;611;30;91.83
1548335_3163U;281;26;42.15
1552271_3164U;600;33;90.18
1855968_1133U;439;37;65.94
1853467_1209U;224;14;33.57
866866_3199U;549;26;82.5
880640_3241U;392;26;58.86
1157420_3230U;438;25;65.79
1165291_3231U;294;30;44.11
975089_3245U;320;26;48.02
1019030_3246U;677;38;101.77
1146268_3251U;783;36;117.73
1955341_1003U;93;12;13.85
939863_1384U;714,5;29;107.41
922525_1406U;391,5;24;58.79
1132374_1429U;118,146;13;17.64
1325977_3174U;357;47;53.59
1872812_1168U;278,5;28;41.78
1869634_1177U;738,96;41;111.1
361055_3299U;94;15;14
400460_3306U;167;14;24.99
1855318_3144U;456;39;68.5
1848779_3220U;608;29;91.38
1136433_3270U;423;37;63.53
1874986_3032U;72;21;10.69
1887443_3033U;144;20;21.53
796026_3258U;548;35;82.35
822263_3260U;145;25;21.68
1733757_1282U;608;31;91.38
1973381_3045U;273;23;40.95
1983883_3046U;171;26;25.59
1987816_3047U;205;20;30.71
733022_3056U;569;18;85.51
743545_3196U;2330;49;350.62
1910446_3222U;165;27;24.69
82721_3066U;176;26;26.35
89282_3085U;130;20;19.42
747482_3197U;293;21;43.96
855713_3239U;546;34;82.05
799305_3259U;693;38;104.18
828166_3269U;356;24;53.44
1895088_1160U;968,8;40;145.7
1899342_1169U;214,5;25;32.14
1894422_1199U;1041,604;45;156.66
1900563_1147U;447,686;37;67.25
1893425_1198U;657,002;44;98.76
965148_1422U;174;18;26.04
1641474_3165U;1321;36;198.72
1638863_3214U;587;32;88.22
324376_3295U;1090;14;163.94
363739_3300U;34;14;4.97
388663_3304U;154;26;23.03
